iter	Logloss
0	0.3406282921
1	0.2470273947
2	0.2126922337
3	0.20000245
4	0.1924541993
5	0.186032018
6	0.1823658955
7	0.1801620971
8	0.1785694784
9	0.1768778426
10	0.1747471946
11	0.1725273579
12	0.1717872243
13	0.170006926
14	0.1690735983
15	0.167968756
16	0.1671665797
17	0.1666472761
18	0.1659067378
19	0.1652653874
20	0.1647256904
21	0.1638176946
22	0.1633466118
23	0.1626888633
24	0.1622286774
25	0.1618419723
26	0.1615829614
27	0.1609688619
28	0.1604982803
29	0.1601573505
30	0.1599713325
31	0.1597788957
32	0.1592819757
33	0.1590728255
34	0.1589019045
35	0.1587163394
36	0.1584956652
37	0.1582613537
38	0.1580368962
39	0.1578191091
40	0.1576429437
41	0.1573542061
42	0.1571088809
43	0.1569997479
44	0.1568173071
45	0.1566560838
46	0.1565420122
47	0.1563795658
48	0.156162569
49	0.1559968865
50	0.155830131
51	0.1556837223
52	0.1555319068
53	0.1553976849
54	0.1552737389
55	0.1550610688
56	0.1549703997
57	0.1547451498
58	0.1546418388
59	0.1545662603
60	0.1543610476
61	0.1542557633
62	0.1541001517
63	0.1539605217
64	0.1538569631
65	0.1537415619
66	0.1535870454
67	0.1535211493
68	0.1534296371
69	0.1533143422
70	0.1532092385
71	0.1530880076
72	0.1528422166
73	0.1527191141
74	0.1524626144
75	0.1523815556
76	0.1522946372
77	0.152163082
78	0.1520834214
79	0.1520124461
80	0.1519563196
81	0.1518696712
82	0.1518072352
83	0.1517227346
84	0.1516213913
85	0.1515117793
86	0.15139616
87	0.1513411969
88	0.1512533976
89	0.1511572896
90	0.1511015876
91	0.1510423287
92	0.1509520598
93	0.150890001
94	0.1508493518
95	0.1506765773
96	0.1506124988
97	0.1505451803
98	0.15048765
99	0.1504416824
100	0.1503794869
101	0.150255346
102	0.1502058427
103	0.1500916795
104	0.150058256
105	0.1500134948
106	0.1499625919
107	0.1498707768
108	0.1498556658
109	0.149772193
110	0.1497359447
111	0.149681775
112	0.1496352989
113	0.1495619887
114	0.1495198191
115	0.1494747906
116	0.1494277896
117	0.1493725218
118	0.1493271615
119	0.1492511522
120	0.1492097433
121	0.149089605
122	0.1490200779
123	0.1489904581
124	0.1489393497
125	0.1488796842
126	0.148819474
127	0.1487759618
128	0.1487341189
129	0.1486410419
130	0.1485792283
131	0.148530145
132	0.1484750491
133	0.1484339767
134	0.1483992868
135	0.1483920403
136	0.1483436478
137	0.1483109675
138	0.1482857221
139	0.1482347683
140	0.14819858
141	0.1481732987
142	0.1481381388
143	0.1480366633
