iter	Logloss
144	0.1480004728
145	0.1479395546
146	0.147900126
147	0.1478608771
148	0.1478145947
149	0.1477141403
150	0.1476537484
151	0.1476103994
152	0.1475625565
153	0.1475305177
154	0.1474887436
155	0.1474597416
156	0.1474169465
157	0.1473507347
158	0.1472956245
159	0.1472563871
160	0.1471712658
161	0.1471211851
162	0.1470618661
163	0.1470124715
164	0.1469739932
165	0.1469193087
166	0.1468172713
167	0.1467530847
168	0.1467010595
169	0.1466588092
170	0.1466287259
171	0.1465950738
172	0.1465577648
173	0.1465035909
174	0.1464478769
175	0.1464051903
176	0.1463724615
177	0.1463280431
178	0.146299559
179	0.1462725067
180	0.1462279376
181	0.1461762396
182	0.1461275074
183	0.146102269
184	0.1460418565
185	0.146008882
186	0.1459937017
187	0.1459613131
188	0.1459248331
189	0.1458859874
190	0.1458667114
191	0.1458495136
192	0.1458233445
193	0.1457670179
194	0.1457401704
195	0.1457100121
196	0.1456815716
197	0.1456353744
198	0.1455838952
199	0.1455473206
200	0.1455145467
201	0.1454801418
202	0.1454301975
203	0.1454062158
204	0.1453719297
205	0.1453474966
206	0.1453163501
207	0.145274944
208	0.1452596487
209	0.145236168
210	0.1452177214
211	0.1451805797
212	0.1450892544
213	0.1450473088
214	0.1449666245
215	0.1449254818
216	0.1449103055
217	0.1448734466
218	0.1448442997
219	0.1448247732
220	0.1448101803
221	0.1447795607
222	0.1447440569
223	0.1447037366
224	0.1446815737
225	0.1446523537
226	0.1446323671
227	0.1446022885
228	0.1445783133
229	0.1445509531
230	0.1445398221
231	0.1444310778
232	0.1444175389
233	0.1443851764
234	0.1443531051
235	0.1443247075
236	0.144255131
237	0.1442309005
238	0.1441967778
239	0.1441655951
240	0.1441318812
241	0.1441095065
242	0.1440798314
243	0.1440692975
244	0.1439728372
245	0.143915981
246	0.1438679701
247	0.143833371
248	0.1438114725
249	0.1437870161
250	0.1437658145
251	0.1437202692
252	0.1436941957
253	0.1436646169
254	0.14362945
255	0.143609856
256	0.1435843127
257	0.1435533549
258	0.1435078373
259	0.1434684638
260	0.1434507355
261	0.1434155229
262	0.1433864284
263	0.1433724578
264	0.1433352986
265	0.1432978678
266	0.1432501496
267	0.1432188701
268	0.1431843752
269	0.1431559457
270	0.1430723161
271	0.1430679634
272	0.143042725
273	0.1430102608
274	0.1429953046
275	0.1429757364
276	0.1429620276
277	0.1429427167
278	0.1429240511
279	0.1429120833
280	0.1428940118
281	0.142868705
282	0.1428288401
283	0.1428070406
284	0.1427560594
285	0.1427146969
286	0.1426857582
287	0.1426556136
288	0.1426238774
289	0.1425938574
290	0.1425711656
291	0.1425505892
292	0.1425147586
293	0.1424870872
294	0.1424628963
295	0.1424380564
296	0.1424217714
297	0.1423938523
298	0.1423932863
299	0.1423614597
300	0.1423452788
301	0.1423123681
302	0.1422950174
303	0.1422766053
304	0.1422671582
305	0.142236875
306	0.1422073205
307	0.1421772064
308	0.1421566225
309	0.1421302948
310	0.1420905835
311	0.1420546403
312	0.1420276838
313	0.1419866235
314	0.1419638218
315	0.1419589946
316	0.1419348783
317	0.1419064766
318	0.1418463234
319	0.1418167266
320	0.141715486
321	0.1416845776
322	0.1416653003
323	0.1416456868
324	0.1416263879
325	0.1416052023
326	0.1415823587
327	0.1415611499
328	0.1415240214
329	0.14151374
330	0.1414981818
331	0.1414779003
332	0.1414519004
333	0.1414241789
334	0.1414049874
335	0.1413789716
336	0.1413577923
337	0.1413402553
338	0.1413166283
339	0.141291456
340	0.1412708158
341	0.1412406218
342	0.1412214014
343	0.1411908112
344	0.1411668365
345	0.1411537031
346	0.1411245926
347	0.1411152072
348	0.1410801148
349	0.1410476209
350	0.1410281942
351	0.14101957
352	0.1409905705
353	0.1409698361
354	0.1409417801
355	0.1409316762
356	0.1409288587
357	0.1409005289
358	0.1408818032
359	0.1408556642
360	0.1408012925
361	0.1407754672
362	0.1407383866
363	0.1407044253
364	0.1406949985
365	0.1406684607
366	0.1406447704
367	0.140623404
368	0.1405959437
369	0.1405723353
370	0.1405470947
371	0.1405391151
372	0.140513145
373	0.14048535
374	0.1404553385
375	0.1404445139
376	0.1404248571
377	0.1404041256
378	0.1403869389
379	0.1403535208
380	0.1403392053
381	0.1403227012
382	0.1403116303
383	0.1402792192
384	0.140266372
385	0.1402509348
386	0.140233893
387	0.1402165206
388	0.1401661121
389	0.1401397093
390	0.1401167234
391	0.140105135
392	0.1400863266
393	0.1400633726
394	0.1400370106
395	0.1400193169
396	0.1400025993
397	0.1399154541
398	0.1398909395
399	0.1398673418
400	0.1398538758
401	0.1398313418
402	0.1398150911
403	0.1397755253
404	0.1397503368
405	0.1397370477
406	0.139698513
407	0.1396756911
408	0.1396620909
409	0.1396337215
410	0.1396093757
411	0.139584109
412	0.139554389
413	0.1395338743
414	0.1395100438
415	0.1395091496
416	0.1394669842
417	0.1394556778
418	0.1394195228
419	0.1393888273
420	0.1393820052
421	0.1393652152
422	0.1393368644
423	0.1393294722
424	0.1393049212
425	0.1392966468
426	0.1392752336
427	0.1392607715
428	0.1392447689
429	0.139233209
430	0.1392177577
431	0.1391865857
432	0.1391757619
433	0.1391493001
434	0.1391475278
435	0.1391259367
436	0.139110306
437	0.1390953282
438	0.139077683
439	0.1390624272
440	0.1390567824
441	0.1390348972
442	0.1390236232
443	0.1390115955
444	0.1389847095
445	0.1389686374
446	0.1389597293
447	0.138946308
448	0.1388928588
449	0.1388699365
450	0.1388310487
451	0.1388122676
452	0.1387851004
453	0.1387733089
454	0.1387562019
455	0.1387489518
456	0.1387281059
457	0.1387077654
458	0.1386837868
459	0.1386587421
460	0.1385887562
461	0.1385859165
462	0.1385789211
463	0.1385658434
464	0.1385455052
465	0.1385285272
466	0.1385123977
467	0.1385021964
468	0.1384880496
469	0.1384657816
470	0.1384525022
471	0.138438716
472	0.1384083868
473	0.1383735106
474	0.1383472819
475	0.1383185602
476	0.1383046929
477	0.1382846144
478	0.1382770862
479	0.138267324
480	0.1382386068
481	0.1382309194
482	0.1382112745
483	0.1381924691
484	0.138177596
485	0.1381515805
486	0.1381432543
487	0.1381179431
488	0.1380998481
489	0.1380811997
490	0.1380551015
491	0.138027312
492	0.13800619
493	0.1379837367
494	0.1379202079
495	0.1378867957
496	0.1378597056
497	0.1378402678
498	0.1378163721
499	0.1377973293
